frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
229,0,3.931,0.98,1.38,1.19,0.52,0.16,0.0,0.62,0.0,0.0,0.0,0.0,0.89,0.58,0.27,0.15,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
231,0,3.966,0.98,1.3,1.16,0.51,0.11,0.0,0.49,0.0,0.0,0.0,0.0,0.82,0.52,0.33,0.14,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
233,0,4.0,0.98,1.29,1.04,0.6,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.83,0.46,0.41,0.2,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
235,0,4.034,0.98,1.2,0.86,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.9,0.5,0.19,0.22,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
237,0,4.069,0.98,1.12,0.8,0.52,0.02,0.0,0.48,0.0,0.0,0.0,0.0,0.71,0.57,0.2,0.27,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
238,0,4.086,0.98,1.08,0.82,0.5,0.05,0.0,0.56,0.0,0.0,0.0,0.0,0.7,0.62,0.28,0.27,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
239,0,4.103,0.98,1.04,0.84,0.54,0.04,0.0,0.6,0.0,0.0,0.0,0.0,0.77,0.59,0.29,0.26,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
240,0,4.121,0.98,1.04,0.93,0.5,0.04,0.0,0.61,0.0,0.0,0.0,0.0,0.94,0.62,0.21,0.25,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
241,0,4.138,0.98,1.01,0.81,0.52,0.02,0.0,0.6,0.0,0.0,0.0,0.0,1.02,0.63,0.08,0.27,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
242,0,4.155,0.98,0.98,0.71,0.5,0.02,0.0,0.6,0.0,0.0,0.0,0.0,1.06,0.68,0.0,0.29,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
243,0,4.172,0.98,0.99,0.56,0.6,0.02,0.0,0.59,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.31,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
244,0,4.19,0.98,1.01,0.57,0.62,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.95,0.69,0.0,0.33,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
245,0,4.207,0.98,1.08,0.61,0.61,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.92,0.67,0.0,0.34,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
246,0,4.224,0.98,1.14,0.66,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.89,0.63,0.0,0.33,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
247,0,4.241,0.98,1.15,0.63,0.57,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.82,0.62,0.07,0.32,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
248,0,4.259,0.98,1.03,0.48,0.55,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.72,0.57,0.11,0.25,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
249,0,4.276,0.98,0.9,0.44,0.5,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.66,0.52,0.11,0.2,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
250,0,4.293,0.98,0.85,0.36,0.51,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.73,0.6,0.09,0.19,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
251,0,4.31,0.98,0.83,0.29,0.49,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.84,0.65,0.11,0.26,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
252,0,4.328,0.98,0.88,0.25,0.45,0.04,0.0,0.27,0.0,0.0,0.0,0.0,0.81,0.67,0.19,0.28,0.01,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
253,0,4.345,0.98,0.86,0.35,0.47,0.04,0.0,0.34,0.0,0.0,0.0,0.0,0.7,0.55,0.23,0.3,0.01,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
254,0,4.362,0.98,0.83,0.42,0.48,0.06,0.0,0.48,0.0,0.0,0.0,0.0,0.63,0.48,0.17,0.28,0.01,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
255,0,4.379,0.98,0.74,0.35,0.48,0.02,0.0,0.49,0.0,0.0,0.0,0.0,0.73,0.45,0.09,0.25,0.06,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
256,0,4.397,0.98,0.73,0.29,0.47,0.02,0.0,0.37,0.0,0.0,0.0,0.0,0.88,0.49,0.0,0.19,0.06,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
257,0,4.414,0.98,0.72,0.22,0.46,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.02,0.51,0.01,0.16,0.06,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
258,0,4.431,0.98,0.72,0.26,0.48,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.96,0.58,0.01,0.18,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
259,0,4.448,0.98,0.66,0.23,0.52,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.8,0.51,0.01,0.2,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
260,0,4.466,0.98,0.57,0.23,0.59,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.79,0.52,0.01,0.18,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
261,0,4.483,0.98,0.49,0.21,0.61,0.0,0.02,0.67,0.0,0.0,0.0,0.0,0.78,0.46,0.01,0.1,0.0,0.0,0.38,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
262,0,4.5,0.98,0.51,0.21,0.63,0.0,0.15,1.27,0.05,0.0,0.0,0.0,0.87,0.46,0.15,0.04,0.07,0.02,1.03,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
263,0,4.517,0.98,0.66,0.15,0.58,0.0,0.18,1.52,0.05,0.0,0.0,0.0,0.8,0.41,0.19,0.0,0.13,0.08,1.71,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
264,0,4.534,0.98,0.74,0.07,0.64,0.0,0.28,1.82,0.08,0.01,0.0,0.0,0.86,0.34,0.27,0.0,0.15,0.09,1.87,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
265,0,4.552,0.98,0.65,0.01,0.66,0.0,0.24,1.59,0.09,0.01,0.0,0.0,0.89,0.34,0.19,0.0,0.1,0.07,1.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
266,0,4.569,0.98,0.51,0.01,0.69,0.0,0.24,1.4,0.09,0.01,0.0,0.0,0.88,0.34,0.2,0.0,0.04,0.02,1.29,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
267,0,4.586,0.98,0.34,0.0,0.59,0.0,0.13,1.0,0.06,0.0,0.0,0.0,0.8,0.43,0.12,0.02,0.02,0.0,0.93,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
268,0,4.603,0.98,0.2,0.0,0.47,0.0,0.04,0.77,0.0,0.0,0.0,0.0,0.73,0.44,0.06,0.03,0.08,0.04,0.65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
269,0,4.621,0.98,0.13,0.0,0.36,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.74,0.46,0.01,0.09,0.14,0.04,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,0,4.638,0.98,0.24,0.0,0.37,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.75,0.46,0.02,0.11,0.18,0.04,0.13,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
271,0,4.655,0.98,0.32,0.0,0.44,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.81,0.47,0.02,0.18,0.1,0.02,0.02,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
272,0,4.672,0.98,0.41,0.0,0.5,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.76,0.48,0.02,0.18,0.09,0.02,0.04,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
273,0,4.69,0.98,0.4,0.0,0.54,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.79,0.48,0.0,0.21,0.12,0.11,0.01,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
274,0,4.707,0.98,0.48,0.0,0.52,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.78,0.47,0.03,0.19,0.17,0.09,0.01,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
275,0,4.724,0.98,0.44,0.0,0.52,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.76,0.44,0.03,0.22,0.2,0.09,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
276,0,4.741,0.98,0.39,0.0,0.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.7,0.4,0.06,0.27,0.19,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
277,0,4.759,0.98,0.35,0.0,0.5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.59,0.37,0.03,0.31,0.15,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
278,0,4.776,0.98,0.38,0.0,0.5,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.59,0.35,0.03,0.32,0.07,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
279,0,4.793,0.98,0.48,0.0,0.49,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.58,0.33,0.0,0.31,0.03,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,0,4.81,0.98,0.51,0.0,0.46,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.3,0.05,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,0,4.828,0.98,0.52,0.0,0.44,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.29,0.0,0.3,0.04,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
282,0,4.845,0.98,0.41,0.0,0.41,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.57,0.28,0.0,0.27,0.06,0.02,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
283,0,4.862,0.98,0.39,0.0,0.4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.58,0.31,0.0,0.24,0.06,0.03,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
284,0,4.879,0.98,0.41,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.61,0.36,0.0,0.2,0.06,0.03,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
285,0,4.897,0.98,0.5,0.0,0.44,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.68,0.34,0.01,0.21,0.03,0.01,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
