frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1497,0,25.792,0.98,0.0,0.0,0.0,0.05,2.27,2.84,0.01,1.62,0.13,0.0,0.0,1.0,0.0,0.68,0.17,0.0,0.05,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1499,0,25.827,0.98,0.0,0.0,0.0,0.0,2.28,2.57,0.02,1.81,0.05,0.0,0.01,1.2,0.0,0.75,0.08,0.0,0.0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1501,0,25.861,0.98,0.0,0.0,0.0,0.0,2.38,2.87,0.0,2.2,0.15,0.13,0.11,1.2,0.0,0.5,0.14,0.0,0.0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1503,0,25.896,0.98,0.0,0.0,0.0,0.0,2.54,3.26,0.0,2.45,0.38,0.24,0.22,1.04,0.12,0.12,0.01,0.24,0.0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1505,0,25.93,0.98,0.04,0.0,0.0,0.0,2.75,3.72,0.0,2.55,0.51,0.08,0.04,1.14,0.21,0.0,0.09,0.56,0.03,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1506,0,25.947,0.98,0.04,0.0,0.0,0.0,2.77,3.67,0.01,2.6,0.45,0.0,0.08,1.15,0.2,0.0,0.09,0.39,0.03,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1507,0,25.965,0.98,0.1,0.0,0.01,0.0,2.79,3.68,0.01,2.63,0.48,0.05,0.2,1.34,0.22,0.0,0.1,0.42,0.03,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1508,0,25.982,0.98,0.11,0.0,0.01,0.0,2.75,3.6,0.01,2.65,0.46,0.09,0.26,1.41,0.34,0.0,0.05,0.28,0.07,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1509,0,25.999,0.98,0.14,0.0,0.01,0.0,2.78,3.62,0.0,2.65,0.52,0.1,0.33,1.56,0.32,0.0,0.04,0.33,0.07,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1510,0,26.016,0.98,0.1,0.0,0.01,0.0,2.81,3.77,0.0,2.64,0.51,0.04,0.46,1.63,0.24,0.0,0.02,0.31,0.19,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1511,0,26.034,0.98,0.14,0.0,0.02,0.0,2.85,3.77,0.0,2.65,0.48,0.17,0.41,1.64,0.24,0.0,0.0,0.23,0.2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1512,0,26.051,0.98,0.14,0.0,0.04,0.0,2.85,3.85,0.0,2.65,0.46,0.32,0.45,1.66,0.31,0.0,0.0,0.11,0.25,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1513,0,26.068,0.98,0.17,0.0,0.03,0.0,2.81,3.92,0.0,2.61,0.44,0.38,0.36,1.68,0.42,0.0,0.0,0.13,0.18,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1514,0,26.085,0.98,0.12,0.0,0.02,0.0,2.77,4.02,0.0,2.58,0.43,0.23,0.49,1.63,0.31,0.0,0.0,0.25,0.2,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1515,0,26.103,0.98,0.09,0.0,0.0,0.0,2.77,4.04,0.0,2.58,0.4,0.06,0.49,1.57,0.29,0.0,0.0,0.25,0.15,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1516,0,26.12,0.98,0.04,0.0,0.0,0.0,2.76,3.91,0.0,2.59,0.4,0.0,0.4,1.48,0.22,0.0,0.04,0.26,0.11,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1517,0,26.137,0.98,0.03,0.0,0.0,0.0,2.74,3.79,0.0,2.59,0.42,0.07,0.32,1.45,0.22,0.0,0.09,0.14,0.01,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1518,0,26.154,0.98,0.03,0.0,0.0,0.0,2.75,3.79,0.0,2.58,0.4,0.07,0.23,1.23,0.23,0.0,0.09,0.14,0.01,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1519,0,26.172,0.98,0.05,0.0,0.03,0.0,2.79,3.82,0.0,2.61,0.42,0.24,0.3,1.16,0.16,0.0,0.05,0.03,0.06,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
