frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1885,0,32.482,0.88,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.75,0.57,1.2,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1887,0,32.517,0.88,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.03,0.64,0.34,1.02,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1889,0,32.551,0.93,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.68,0.44,0.98,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1891,0,32.586,0.93,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.11,0.87,0.81,0.98,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1893,0,32.62,0.98,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.05,0.99,0.97,0.9,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1894,0,32.637,0.98,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.01,0.94,0.94,0.87,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1895,0,32.655,0.98,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.06,0.92,0.86,0.87,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1896,0,32.672,0.98,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.13,0.88,0.69,0.9,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1897,0,32.689,0.98,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.25,0.87,0.64,0.94,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1898,0,32.706,0.98,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.29,0.9,0.55,0.96,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1899,0,32.724,0.98,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.34,0.93,0.55,0.99,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1900,0,32.741,0.98,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.26,1.07,0.44,1.03,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
