frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
245,0,4.207,0.98,1.01,0.74,1.57,0.0,0.0,0.49,0.0,0.0,0.0,0.05,0.03,0.08,0.04,0.0,0.5,1.07,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,4.241,0.98,0.85,0.69,1.51,0.06,0.0,0.56,0.0,0.0,0.0,0.05,0.03,0.16,0.1,0.0,0.37,1.07,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,4.276,0.98,0.82,0.81,1.6,0.04,0.0,0.61,0.0,0.0,0.0,0.07,0.01,0.28,0.1,0.0,0.31,1.29,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,4.31,0.98,0.88,0.86,1.65,0.0,0.0,0.67,0.0,0.0,0.0,0.22,0.07,0.4,0.05,0.0,0.16,1.13,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,4.345,0.98,0.96,0.95,1.59,0.0,0.0,0.68,0.0,0.0,0.0,0.27,0.03,0.31,0.0,0.0,0.23,1.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,4.362,0.98,0.93,0.85,1.61,0.0,0.0,0.6,0.0,0.0,0.0,0.28,0.0,0.23,0.0,0.0,0.2,1.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,4.379,0.98,0.86,0.76,1.62,0.0,0.0,0.49,0.0,0.0,0.0,0.25,0.02,0.23,0.01,0.0,0.16,0.98,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,4.396,0.98,0.82,0.77,1.64,0.0,0.0,0.45,0.0,0.0,0.0,0.28,0.04,0.23,0.06,0.0,0.17,1.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,4.414,0.98,0.81,0.82,1.65,0.0,0.0,0.5,0.0,0.0,0.0,0.27,0.05,0.22,0.12,0.0,0.13,0.98,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,4.431,0.98,0.8,0.81,1.68,0.0,0.0,0.6,0.0,0.0,0.0,0.29,0.03,0.19,0.12,0.0,0.13,0.98,0.08,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,4.448,0.98,0.81,0.88,1.7,0.0,0.0,0.67,0.0,0.0,0.0,0.26,0.02,0.21,0.09,0.0,0.11,0.92,0.11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,4.465,0.98,0.83,0.91,1.68,0.0,0.0,0.69,0.0,0.0,0.0,0.28,0.03,0.27,0.05,0.0,0.15,0.91,0.14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,4.483,0.98,0.87,1.01,1.69,0.0,0.0,0.69,0.0,0.0,0.0,0.34,0.04,0.31,0.03,0.0,0.19,0.91,0.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,4.5,0.98,0.87,0.99,1.7,0.0,0.0,0.65,0.0,0.0,0.0,0.43,0.02,0.3,0.02,0.0,0.27,0.9,0.16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
263,0,4.517,0.98,0.88,0.97,1.7,0.0,0.0,0.58,0.0,0.0,0.0,0.46,0.03,0.23,0.0,0.0,0.35,0.94,0.21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,0,4.534,0.98,0.85,0.91,1.69,0.0,0.0,0.43,0.0,0.0,0.0,0.45,0.02,0.18,0.02,0.0,0.34,0.93,0.24,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,0,4.552,0.98,0.85,0.89,1.67,0.0,0.0,0.39,0.0,0.0,0.0,0.45,0.03,0.15,0.04,0.0,0.31,0.96,0.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,0,4.569,0.98,0.81,0.87,1.65,0.0,0.0,0.26,0.0,0.0,0.0,0.42,0.01,0.19,0.04,0.0,0.28,0.86,0.13,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,0,4.586,0.98,0.84,0.94,1.64,0.0,0.0,0.29,0.0,0.0,0.0,0.42,0.01,0.25,0.02,0.0,0.27,0.82,0.09,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268,0,4.603,0.98,0.82,0.99,1.67,0.0,0.0,0.33,0.0,0.0,0.0,0.37,0.01,0.27,0.05,0.0,0.27,0.81,0.03,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,0,4.621,0.98,0.87,1.0,1.73,0.0,0.0,0.44,0.01,0.0,0.0,0.34,0.01,0.25,0.1,0.0,0.23,0.88,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,4.638,0.98,0.84,0.91,1.77,0.0,0.0,0.52,0.01,0.0,0.0,0.36,0.01,0.26,0.14,0.0,0.22,0.9,0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,4.655,0.98,0.86,0.87,1.71,0.0,0.0,0.46,0.01,0.01,0.0,0.38,0.0,0.26,0.11,0.0,0.15,0.93,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,4.672,0.98,0.82,0.87,1.68,0.0,0.0,0.42,0.0,0.01,0.0,0.42,0.0,0.24,0.08,0.0,0.15,0.88,0.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,4.69,0.98,0.79,0.86,1.65,0.0,0.0,0.45,0.05,0.01,0.0,0.36,0.0,0.23,0.05,0.0,0.16,0.93,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,4.707,0.98,0.75,0.82,1.68,0.0,0.0,0.51,0.06,0.0,0.0,0.29,0.0,0.27,0.07,0.0,0.23,0.88,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,4.724,0.98,0.75,0.82,1.71,0.0,0.0,0.61,0.08,0.0,0.0,0.3,0.0,0.28,0.15,0.0,0.25,0.93,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,4.741,0.98,0.77,0.88,1.76,0.0,0.0,0.67,0.05,0.0,0.0,0.26,0.01,0.24,0.15,0.0,0.28,0.91,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,4.759,0.98,0.78,0.91,1.77,0.0,0.0,0.65,0.04,0.0,0.0,0.28,0.06,0.25,0.16,0.0,0.29,0.94,0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,4.776,0.98,0.79,0.92,1.75,0.0,0.0,0.56,0.02,0.0,0.0,0.28,0.06,0.29,0.07,0.0,0.34,0.99,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,4.793,0.98,0.78,0.91,1.71,0.0,0.0,0.49,0.04,0.0,0.0,0.29,0.05,0.32,0.05,0.0,0.35,1.02,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,4.81,0.98,0.78,0.9,1.75,0.0,0.0,0.55,0.04,0.0,0.0,0.31,0.02,0.31,0.03,0.0,0.33,1.05,0.07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,4.828,0.98,0.79,0.85,1.77,0.0,0.0,0.62,0.05,0.02,0.0,0.32,0.03,0.3,0.11,0.0,0.25,1.02,0.07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,4.845,0.98,0.82,0.86,1.76,0.0,0.0,0.67,0.04,0.02,0.0,0.31,0.03,0.33,0.19,0.0,0.29,1.03,0.13,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283,0,4.862,0.98,0.84,0.78,1.69,0.0,0.0,0.77,0.11,0.02,0.0,0.36,0.02,0.31,0.22,0.0,0.27,1.05,0.35,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284,0,4.879,0.98,0.89,0.81,1.68,0.0,0.0,1.05,0.16,0.02,0.0,0.4,0.04,0.32,0.14,0.0,0.25,1.04,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285,0,4.896,0.98,1.09,0.88,1.58,0.0,0.0,1.07,0.13,0.05,0.0,0.54,0.09,0.3,0.05,0.0,0.18,0.93,1.91,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286,0,4.914,0.98,1.33,1.14,1.47,0.0,0.0,0.92,0.07,0.05,0.0,0.52,0.1,0.32,0.0,0.0,0.2,0.83,2.58,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
287,0,4.931,0.98,1.51,1.21,1.36,0.0,0.0,0.72,0.0,0.07,0.0,0.41,0.06,0.36,0.0,0.0,0.3,0.75,2.83,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
288,0,4.948,0.98,1.44,1.09,1.42,0.0,0.0,0.83,0.03,0.07,0.0,0.32,0.01,0.39,0.0,0.0,0.32,0.71,2.63,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
289,0,4.965,0.98,1.29,0.86,1.56,0.0,0.0,0.93,0.11,0.22,0.0,0.4,0.0,0.39,0.06,0.0,0.32,0.71,2.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290,0,4.983,0.98,1.14,0.66,1.67,0.0,0.0,0.98,0.23,0.23,0.0,0.54,0.0,0.35,0.1,0.0,0.29,0.68,1.72,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
291,0,5.0,0.98,1.0,0.56,1.72,0.0,0.0,0.89,0.26,0.23,0.0,0.61,0.0,0.29,0.1,0.0,0.28,0.71,1.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292,0,5.017,0.98,0.9,0.47,1.66,0.0,0.0,0.81,0.25,0.12,0.0,0.65,0.0,0.25,0.06,0.0,0.23,0.78,0.97,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
293,0,5.034,0.98,0.82,0.51,1.59,0.0,0.0,0.62,0.13,0.07,0.0,0.7,0.0,0.23,0.03,0.0,0.2,0.75,0.61,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,0,5.052,0.98,0.79,0.6,1.52,0.0,0.0,0.47,0.12,0.05,0.0,0.68,0.0,0.22,0.06,0.0,0.2,0.82,0.29,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,0,5.069,0.98,0.76,0.69,1.52,0.0,0.0,0.43,0.1,0.02,0.0,0.63,0.0,0.23,0.07,0.0,0.31,0.8,0.05,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,0,5.086,0.98,0.77,0.78,1.53,0.0,0.0,0.4,0.15,0.03,0.0,0.53,0.02,0.27,0.11,0.0,0.35,0.86,0.01,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,0,5.103,0.98,0.79,0.77,1.55,0.0,0.0,0.47,0.17,0.01,0.0,0.46,0.02,0.32,0.13,0.0,0.36,0.8,0.01,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,0,5.121,0.98,0.8,0.73,1.54,0.0,0.0,0.38,0.15,0.01,0.0,0.42,0.06,0.34,0.15,0.01,0.33,0.84,0.01,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,0,5.138,0.98,0.76,0.67,1.55,0.0,0.0,0.34,0.13,0.0,0.0,0.49,0.06,0.32,0.13,0.01,0.36,0.81,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,0,5.155,0.98,0.82,0.72,1.55,0.0,0.0,0.26,0.12,0.01,0.0,0.52,0.09,0.31,0.15,0.01,0.39,0.82,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,0,5.172,0.98,0.84,0.8,1.57,0.0,0.0,0.25,0.11,0.01,0.0,0.5,0.12,0.36,0.1,0.0,0.42,0.79,0.02,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,0,5.19,0.98,0.83,0.83,1.53,0.0,0.0,0.23,0.1,0.01,0.0,0.5,0.14,0.35,0.13,0.0,0.39,0.82,0.04,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,0,5.207,0.98,0.76,0.84,1.44,0.0,0.0,0.14,0.05,0.0,0.0,0.55,0.15,0.36,0.14,0.0,0.34,0.89,0.08,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,0,5.224,0.98,0.73,0.85,1.39,0.0,0.0,0.11,0.03,0.0,0.0,0.62,0.07,0.35,0.14,0.0,0.33,0.82,0.16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,0,5.241,0.98,0.75,0.93,1.33,0.0,0.0,0.11,0.02,0.01,0.0,0.63,0.04,0.33,0.14,0.0,0.39,0.79,0.19,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306,0,5.259,0.98,0.74,0.8,1.37,0.0,0.0,0.21,0.01,0.01,0.0,0.66,0.02,0.32,0.15,0.0,0.44,0.74,0.21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
