frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
461,0,7.931,0.98,0.73,0.0,0.51,2.35,0.93,0.13,0.0,1.42,0.01,0.3,0.0,0.52,0.0,0.17,0.32,1.11,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,0,7.965,0.98,0.71,0.0,0.59,2.4,0.96,0.04,0.0,1.46,0.02,0.29,0.0,0.87,0.0,0.21,0.13,0.86,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464,0,7.982,0.98,0.67,0.0,0.58,2.42,0.96,0.02,0.0,1.45,0.07,0.4,0.0,0.9,0.0,0.24,0.15,0.87,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465,0,8.0,0.98,0.63,0.0,0.57,2.44,0.95,0.09,0.0,1.46,0.13,0.41,0.0,0.88,0.0,0.22,0.11,0.7,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
466,0,8.017,0.98,0.69,0.0,0.62,2.45,0.99,0.09,0.0,1.43,0.19,0.51,0.0,0.85,0.0,0.2,0.11,0.71,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
467,0,8.034,0.98,0.8,0.0,0.62,2.5,1.02,0.1,0.0,1.44,0.23,0.53,0.0,0.89,0.0,0.19,0.03,0.69,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
468,0,8.051,0.98,0.82,0.0,0.63,2.6,1.0,0.05,0.0,1.43,0.24,0.51,0.0,1.0,0.0,0.2,0.0,0.67,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
469,0,8.069,0.98,0.8,0.0,0.63,2.56,1.0,0.12,0.0,1.37,0.28,0.54,0.0,1.09,0.0,0.23,0.03,0.68,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
470,0,8.086,0.98,0.71,0.0,0.65,2.53,1.03,0.24,0.0,1.38,0.28,0.53,0.0,1.14,0.0,0.31,0.03,0.62,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
471,0,8.103,0.98,0.78,0.0,0.64,2.48,1.08,0.26,0.0,1.36,0.28,0.54,0.0,1.11,0.0,0.34,0.06,0.56,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
472,0,8.12,0.98,0.8,0.0,0.66,2.5,1.06,0.2,0.0,1.29,0.26,0.6,0.0,1.15,0.0,0.31,0.1,0.59,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
473,0,8.138,0.98,0.79,0.0,0.67,2.49,1.06,0.06,0.0,1.2,0.22,0.69,0.0,1.12,0.0,0.28,0.19,0.63,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
474,0,8.155,0.98,0.76,0.0,0.65,2.45,1.05,0.03,0.0,1.12,0.17,0.81,0.0,1.13,0.0,0.28,0.24,0.75,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
475,0,8.172,0.98,0.75,0.0,0.63,2.29,1.07,0.03,0.0,1.15,0.17,0.84,0.0,1.0,0.0,0.3,0.26,0.68,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
476,0,8.189,0.98,0.79,0.0,0.6,2.07,1.05,0.0,0.0,1.25,0.17,0.8,0.0,1.0,0.0,0.27,0.22,0.65,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
477,0,8.207,0.98,0.75,0.0,0.59,2.0,1.04,0.0,0.0,1.29,0.14,0.73,0.0,0.96,0.0,0.24,0.17,0.67,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
478,0,8.224,0.98,0.73,0.0,0.51,2.0,1.07,0.0,0.0,1.35,0.16,0.62,0.0,1.05,0.0,0.22,0.08,0.72,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
479,0,8.241,0.98,0.7,0.0,0.44,2.11,1.07,0.0,0.0,1.27,0.21,0.58,0.0,1.02,0.0,0.28,0.12,0.81,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
480,0,8.258,0.98,0.68,0.0,0.4,2.17,1.1,0.04,0.0,1.3,0.26,0.56,0.0,1.02,0.0,0.31,0.14,0.85,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
481,0,8.276,0.98,0.64,0.0,0.46,2.25,1.1,0.12,0.0,1.37,0.25,0.54,0.0,1.0,0.0,0.3,0.14,0.86,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
482,0,8.293,0.98,0.64,0.0,0.55,2.29,1.13,0.14,0.0,1.46,0.23,0.65,0.0,1.05,0.0,0.24,0.13,0.93,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
483,0,8.31,0.98,0.69,0.0,0.64,2.29,1.11,0.13,0.0,1.49,0.21,0.6,0.0,1.06,0.0,0.2,0.07,0.9,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
484,0,8.327,0.98,0.72,0.0,0.71,2.33,1.08,0.05,0.0,1.41,0.26,0.64,0.0,1.09,0.0,0.24,0.14,0.91,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
485,0,8.345,0.98,0.77,0.0,0.74,2.32,1.02,0.02,0.0,1.28,0.29,0.77,0.0,1.1,0.0,0.24,0.07,0.86,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
486,0,8.362,0.98,0.76,0.0,0.7,2.34,1.02,0.0,0.0,1.24,0.34,0.92,0.0,1.05,0.0,0.25,0.07,0.75,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
487,0,8.379,0.98,0.78,0.0,0.64,2.37,1.01,0.0,0.0,1.21,0.31,1.11,0.0,1.01,0.0,0.22,0.0,0.67,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
488,0,8.396,0.98,0.76,0.0,0.65,2.33,1.04,0.0,0.0,1.28,0.27,1.07,0.0,0.89,0.0,0.24,0.0,0.57,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
489,0,8.414,0.98,0.75,0.0,0.72,2.32,1.01,0.0,0.0,1.25,0.2,1.15,0.0,0.77,0.0,0.25,0.03,0.54,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
490,0,8.431,0.98,0.74,0.0,0.76,2.24,1.01,0.0,0.0,1.27,0.17,1.0,0.0,0.75,0.0,0.24,0.03,0.56,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
491,0,8.448,0.98,0.71,0.0,0.83,2.17,1.03,0.0,0.0,1.33,0.18,0.93,0.0,0.76,0.0,0.2,0.13,0.58,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
492,0,8.465,0.98,0.7,0.0,0.86,2.16,1.06,0.0,0.0,1.38,0.24,0.85,0.0,0.82,0.0,0.25,0.14,0.58,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
493,0,8.482,0.98,0.66,0.0,0.86,2.2,1.08,0.0,0.0,1.49,0.3,0.98,0.0,0.8,0.0,0.3,0.14,0.51,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
494,0,8.5,0.98,0.68,0.0,0.81,2.34,1.09,0.0,0.0,1.53,0.36,1.09,0.0,0.81,0.0,0.35,0.04,0.48,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
495,0,8.517,0.98,0.65,0.0,0.76,2.43,1.11,0.0,0.0,1.59,0.38,1.12,0.0,0.88,0.0,0.4,0.0,0.61,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
496,0,8.534,0.98,0.71,0.0,0.72,2.41,1.1,0.0,0.0,1.53,0.32,1.14,0.0,1.01,0.0,0.5,0.03,0.82,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
497,0,8.551,0.98,0.7,0.0,0.66,2.27,1.11,0.0,0.0,1.55,0.32,1.05,0.0,1.08,0.0,0.54,0.05,0.85,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
498,0,8.569,0.98,0.7,0.0,0.63,2.31,1.13,0.0,0.0,1.53,0.29,1.06,0.0,1.04,0.0,0.59,0.05,0.84,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
499,0,8.586,0.98,0.53,0.0,0.66,2.23,1.21,0.08,0.0,1.6,0.32,1.06,0.0,0.85,0.0,0.61,0.1,0.73,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
500,0,8.603,0.98,0.56,0.0,0.76,2.2,1.33,0.17,0.0,1.64,0.32,1.01,0.0,0.89,0.0,0.65,0.08,0.69,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
501,0,8.62,0.98,0.55,0.0,0.89,2.09,1.42,0.33,0.0,1.69,0.32,1.0,0.0,0.96,0.0,0.61,0.08,0.5,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
502,0,8.638,0.98,0.63,0.0,0.95,2.12,1.41,0.27,0.0,1.74,0.35,0.97,0.0,1.04,0.0,0.56,0.0,0.31,0.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
503,0,8.655,0.98,0.55,0.0,0.9,2.14,1.4,0.3,0.0,1.74,0.32,0.99,0.0,1.07,0.0,0.6,0.0,0.25,0.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
504,0,8.672,0.98,0.49,0.0,0.84,2.09,1.37,0.19,0.0,1.73,0.31,1.01,0.0,1.05,0.0,0.64,0.0,0.28,0.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
505,0,8.689,0.98,0.41,0.0,0.77,2.16,1.38,0.25,0.0,1.72,0.31,1.04,0.0,1.0,0.08,0.68,0.0,0.6,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
506,0,8.707,0.98,0.43,0.0,0.72,2.22,1.32,0.13,0.0,1.62,0.31,1.07,0.0,0.79,0.09,0.58,0.03,0.86,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
507,0,8.724,0.98,0.49,0.0,0.64,2.19,1.3,0.12,0.0,1.62,0.33,1.1,0.0,0.71,0.09,0.54,0.03,0.98,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
508,0,8.741,0.98,0.57,0.0,0.57,2.09,1.3,0.04,0.0,1.58,0.29,1.06,0.0,0.77,0.01,0.51,0.03,0.79,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
509,0,8.758,0.98,0.6,0.0,0.67,2.03,1.29,0.04,0.0,1.54,0.32,1.0,0.0,0.88,0.11,0.43,0.02,0.67,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
510,0,8.776,0.98,0.64,0.0,0.77,2.12,1.25,0.0,0.0,1.42,0.35,1.0,0.0,0.98,0.18,0.35,0.02,0.69,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
511,0,8.793,0.98,0.7,0.0,0.92,2.07,1.21,0.13,0.0,1.34,0.39,1.02,0.0,0.96,0.24,0.28,0.14,0.76,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
512,0,8.81,0.98,0.78,0.0,0.92,2.16,1.18,0.16,0.0,1.34,0.39,0.99,0.0,0.94,0.13,0.32,0.17,0.75,0.0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
513,0,8.827,0.98,0.82,0.0,0.81,2.02,1.17,0.26,0.0,1.37,0.42,1.03,0.0,0.77,0.06,0.24,0.22,0.72,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
514,0,8.845,0.98,0.94,0.0,0.73,1.88,1.16,0.17,0.0,1.35,0.51,1.14,0.0,0.79,0.0,0.16,0.21,0.78,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
515,0,8.862,0.98,0.94,0.0,0.69,1.73,1.14,0.36,0.0,1.36,0.58,1.23,0.0,0.78,0.0,0.05,0.27,0.8,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
516,0,8.879,0.98,0.96,0.0,0.74,1.74,1.11,0.4,0.0,1.35,0.61,1.12,0.0,0.82,0.0,0.05,0.33,0.78,0.0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
517,0,8.896,0.98,0.9,0.0,0.73,1.59,0.99,0.51,0.0,1.23,0.61,1.13,0.0,0.63,0.0,0.0,0.38,0.65,0.0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
518,0,8.913,0.98,0.97,0.0,0.7,1.34,0.9,0.46,0.0,1.06,0.61,1.28,0.0,0.47,0.0,0.0,0.39,0.55,0.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
519,0,8.931,0.98,1.03,0.0,0.67,1.08,0.82,0.39,0.0,0.89,0.61,1.36,0.0,0.31,0.0,0.0,0.5,0.48,0.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
520,0,8.948,0.98,1.13,0.0,0.69,1.06,0.81,0.37,0.0,0.88,0.57,1.29,0.0,0.21,0.0,0.0,0.49,0.55,0.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
