frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1742,0,30.016,0.98,0.0,0.39,0.0,0.0,0.42,0.0,0.25,0.0,0.0,0.0,1.71,4.0,0.15,0.0,0.0,1.31,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1744,0,30.051,0.98,0.0,0.3,0.0,0.0,0.36,0.0,0.3,0.0,0.0,0.0,1.67,3.84,0.16,0.0,0.0,1.19,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1746,0,30.085,0.98,0.0,0.08,0.0,0.0,0.39,0.0,0.49,0.0,0.0,0.0,1.2,3.8,0.0,0.0,0.0,1.05,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1748,0,30.12,0.98,0.0,0.02,0.0,0.0,0.32,0.0,0.42,0.0,0.0,0.0,0.74,3.71,0.0,0.0,0.0,1.1,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1750,0,30.154,0.98,0.0,0.07,0.0,0.0,0.16,0.0,0.31,0.0,0.0,0.0,1.0,3.7,0.08,0.0,0.0,1.04,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1751,0,30.171,0.93,0.0,0.04,0.0,0.0,0.12,0.0,0.32,0.0,0.0,0.0,1.12,3.64,0.2,0.0,0.0,1.08,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1752,0,30.189,0.93,0.0,0.04,0.0,0.04,0.08,0.0,0.33,0.0,0.0,0.0,1.0,3.57,0.26,0.0,0.0,1.07,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1753,0,30.206,0.93,0.0,0.01,0.0,0.08,0.05,0.0,0.36,0.0,0.0,0.0,1.01,3.52,0.22,0.0,0.0,1.08,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1754,0,30.223,0.93,0.0,0.03,0.0,0.12,0.05,0.0,0.34,0.0,0.0,0.0,1.13,3.55,0.1,0.0,0.0,1.05,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1755,0,30.24,0.93,0.0,0.03,0.0,0.11,0.02,0.0,0.3,0.0,0.0,0.0,1.32,3.6,0.14,0.0,0.0,1.05,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1756,0,30.258,0.93,0.0,0.03,0.0,0.11,0.02,0.0,0.28,0.0,0.0,0.0,1.23,3.59,0.27,0.0,0.0,0.99,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
