frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
136,0,2.328,0.98,0.04,0.0,1.75,0.0,1.45,2.31,0.05,2.14,0.07,1.03,0.96,0.9,0.09,0.11,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
137,0,2.345,0.98,0.04,0.0,1.71,0.0,1.45,2.5,0.08,2.23,0.09,1.01,1.02,0.89,0.18,0.07,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
138,0,2.362,0.98,0.09,0.0,1.66,0.0,1.43,2.62,0.16,2.28,0.1,0.98,1.03,0.87,0.16,0.07,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
139,0,2.379,0.98,0.06,0.0,1.6,0.0,1.46,2.72,0.18,2.27,0.11,0.96,1.06,0.89,0.13,0.09,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
140,0,2.396,0.98,0.05,0.0,1.72,0.0,1.45,2.73,0.2,2.26,0.12,0.94,1.07,0.9,0.07,0.09,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
141,0,2.414,0.98,0.0,0.0,1.76,0.0,1.44,2.76,0.16,2.22,0.12,0.9,1.12,0.9,0.06,0.11,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
142,0,2.431,0.98,0.03,0.0,1.82,0.0,1.44,2.8,0.14,2.22,0.12,0.89,1.19,0.88,0.08,0.09,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
143,0,2.448,0.98,0.03,0.0,1.79,0.0,1.4,2.69,0.12,2.17,0.09,0.88,1.2,0.86,0.08,0.1,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
144,0,2.465,0.98,0.03,0.0,1.82,0.0,1.41,2.71,0.15,2.21,0.12,0.87,1.11,0.83,0.13,0.06,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
145,0,2.483,0.98,0.03,0.0,1.85,0.0,1.41,2.52,0.17,2.2,0.11,0.86,1.01,0.8,0.12,0.04,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
