frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
461,0,7.931,0.98,0.0,0.09,0.0,0.0,1.86,3.85,0.0,0.75,0.0,0.0,3.65,2.78,1.21,0.1,0.17,0.36,0.0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
463,0,7.965,0.98,0.0,0.0,0.0,0.0,1.91,3.48,0.0,1.41,0.0,0.0,2.69,2.1,0.64,0.0,0.31,0.44,0.0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
464,0,7.982,0.98,0.0,0.0,0.0,0.0,1.9,3.36,0.0,1.47,0.0,0.0,2.49,1.93,0.55,0.0,0.14,0.22,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
465,0,8.0,0.98,0.0,0.0,0.0,0.0,1.93,3.45,0.0,1.68,0.0,0.0,2.3,1.82,0.38,0.03,0.04,0.16,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
466,0,8.017,0.98,0.0,0.0,0.0,0.0,1.97,3.57,0.0,1.82,0.0,0.0,2.35,1.8,0.31,0.17,0.0,0.09,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
467,0,8.034,0.98,0.0,0.0,0.0,0.0,1.97,3.66,0.0,1.75,0.0,0.0,2.32,1.81,0.16,0.17,0.07,0.1,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
468,0,8.051,0.98,0.0,0.0,0.0,0.0,1.98,3.69,0.0,1.76,0.0,0.0,2.23,1.96,0.37,0.21,0.17,0.2,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
469,0,8.069,0.98,0.0,0.0,0.0,0.0,1.92,3.66,0.0,1.65,0.0,0.0,2.1,1.95,0.54,0.12,0.32,0.15,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
470,0,8.086,0.98,0.0,0.0,0.0,0.0,1.91,3.64,0.0,1.72,0.0,0.0,1.94,1.94,0.78,0.11,0.34,0.1,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
471,0,8.103,0.98,0.0,0.0,0.0,0.0,1.87,3.63,0.0,1.72,0.0,0.0,1.88,1.73,0.71,0.06,0.25,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
472,0,8.12,0.98,0.0,0.0,0.0,0.0,1.84,3.69,0.0,1.83,0.0,0.0,1.87,1.95,0.67,0.01,0.15,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
473,0,8.138,0.98,0.0,0.0,0.0,0.0,1.85,3.64,0.0,1.93,0.0,0.0,2.04,2.08,0.69,0.06,0.05,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
474,0,8.155,0.98,0.0,0.0,0.0,0.0,1.83,3.56,0.0,1.98,0.0,0.0,1.97,2.19,0.66,0.06,0.05,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
475,0,8.172,0.98,0.0,0.0,0.0,0.0,1.86,3.47,0.0,1.9,0.0,0.0,1.85,2.02,0.61,0.09,0.01,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
476,0,8.189,0.98,0.0,0.0,0.0,0.0,1.85,3.48,0.0,1.94,0.0,0.0,1.74,1.97,0.49,0.07,0.08,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
477,0,8.207,0.98,0.0,0.0,0.0,0.0,1.87,3.54,0.0,1.75,0.0,0.0,1.67,1.87,0.53,0.08,0.08,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
478,0,8.224,0.98,0.0,0.0,0.0,0.0,1.88,3.56,0.0,1.85,0.0,0.0,1.75,1.85,0.48,0.08,0.07,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
479,0,8.241,0.98,0.0,0.0,0.0,0.0,1.91,3.58,0.0,1.82,0.0,0.0,1.71,1.76,0.36,0.1,0.0,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
480,0,8.258,0.98,0.0,0.0,0.0,0.0,1.93,3.61,0.0,2.01,0.0,0.0,1.69,1.64,0.19,0.12,0.0,0.0,0.0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
