frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
459,0,7.897,0.98,0.0,0.0,0.5,0.0,0.0,2.12,0.37,0.14,0.0,0.0,0.1,0.0,0.0,0.99,0.76,0.0,0.84,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
461,0,7.931,0.98,0.0,0.0,0.57,0.0,0.0,2.17,0.41,0.12,0.0,0.0,0.14,0.0,0.0,1.03,0.65,0.0,0.7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
463,0,7.966,0.98,0.0,0.0,0.59,0.0,0.0,2.23,0.37,0.2,0.0,0.0,0.22,0.0,0.0,1.06,0.75,0.01,0.75,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
465,0,8.0,0.98,0.0,0.0,0.66,0.0,0.0,2.29,0.37,0.3,0.0,0.0,0.29,0.0,0.0,1.14,0.73,0.02,0.88,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
467,0,8.034,0.98,0.0,0.0,0.49,0.0,0.0,2.44,0.41,0.43,0.0,0.0,0.22,0.0,0.0,1.04,0.73,0.04,1.18,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
468,0,8.052,0.93,0.0,0.0,0.28,0.0,0.0,2.18,0.33,0.42,0.0,0.0,0.22,0.0,0.0,0.97,0.86,0.02,1.49,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
469,0,8.069,0.93,0.0,0.0,0.12,0.0,0.0,1.78,0.27,0.26,0.0,0.0,0.16,0.0,0.0,0.9,0.84,0.02,1.7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
470,0,8.086,0.93,0.0,0.0,0.1,0.0,0.0,1.54,0.25,0.25,0.0,0.0,0.14,0.0,0.0,0.92,0.91,0.0,1.79,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
471,0,8.103,0.93,0.0,0.0,0.22,0.0,0.0,1.49,0.35,0.21,0.0,0.0,0.13,0.0,0.0,0.92,0.85,0.08,1.75,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
472,0,8.121,0.93,0.0,0.0,0.29,0.0,0.0,1.7,0.41,0.28,0.0,0.0,0.18,0.0,0.0,0.97,0.95,0.17,1.62,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
473,0,8.138,0.93,0.0,0.0,0.36,0.0,0.0,1.93,0.5,0.18,0.0,0.0,0.22,0.0,0.0,0.97,1.01,0.26,1.58,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
474,0,8.155,0.98,0.0,0.0,0.38,0.0,0.0,2.12,0.56,0.14,0.0,0.0,0.17,0.0,0.0,1.01,0.99,0.21,1.3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
