frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
459,0,7.897,0.98,1.82,0.81,1.71,0.87,0.0,0.05,0.0,0.31,0.0,0.0,0.15,0.9,0.61,0.75,0.78,2.1,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
461,0,7.931,0.98,1.75,0.53,1.68,1.07,0.0,0.17,0.0,0.38,0.0,0.0,0.07,0.93,0.72,0.79,0.65,2.21,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
463,0,7.966,0.98,1.72,0.51,1.76,1.07,0.0,0.25,0.0,0.46,0.0,0.0,0.02,0.88,0.75,0.78,0.59,2.18,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
465,0,8.0,0.98,1.84,0.71,1.84,1.01,0.0,0.19,0.0,0.49,0.0,0.0,0.0,0.92,0.67,0.76,0.59,2.29,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
467,0,8.034,0.98,2.23,0.97,1.88,0.8,0.0,0.35,0.0,0.63,0.0,0.0,0.1,1.0,0.64,0.7,0.6,2.2,0.12,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
468,0,8.052,0.98,2.52,1.17,1.84,0.61,0.0,0.27,0.0,0.73,0.0,0.0,0.15,1.08,0.61,0.62,0.62,2.08,0.35,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
469,0,8.069,0.98,2.89,1.36,1.79,0.37,0.0,0.15,0.0,0.8,0.0,0.0,0.15,1.08,0.66,0.51,0.57,1.86,0.69,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
470,0,8.086,0.98,2.96,1.43,1.8,0.3,0.0,0.0,0.0,0.82,0.0,0.0,0.16,1.1,0.7,0.46,0.54,1.81,0.91,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
471,0,8.103,0.98,2.99,1.29,1.8,0.36,0.0,0.13,0.0,0.85,0.02,0.0,0.23,1.08,0.73,0.42,0.51,1.8,0.93,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
472,0,8.121,0.98,2.9,1.14,1.78,0.51,0.0,0.29,0.0,0.89,0.02,0.0,0.22,1.14,0.79,0.45,0.54,1.88,0.73,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
