frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1290,0,22.223,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.14,0.0,0.0,0.31,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,22.258,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.06,0.18,0.0,0.0,0.29,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,22.292,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.08,0.0,0.0,0.19,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,22.327,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.1,0.03,0.0,0.0,0.23,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,22.361,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.02,0.0,0.0,0.24,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,22.379,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.13,0.09,0.0,0.0,0.23,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,22.396,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.08,0.0,0.0,0.26,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,0,22.413,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.12,0.07,0.0,0.0,0.33,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,0,22.43,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.01,0.0,0.0,0.39,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0,22.448,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.17,0.04,0.0,0.0,0.45,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,0,22.465,0.98,0.0,0.0,0.02,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.34,0.17,0.07,0.0,0.0,0.41,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,0,22.482,0.98,0.03,0.0,0.02,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.43,0.2,0.13,0.0,0.0,0.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,0,22.499,0.98,0.06,0.0,0.02,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.51,0.2,0.13,0.0,0.0,0.3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1307,0,22.516,0.98,0.08,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.53,0.2,0.1,0.0,0.0,0.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1308,0,22.534,0.98,0.06,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.45,0.24,0.04,0.0,0.0,0.24,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,0,22.551,0.98,0.02,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.36,0.28,0.02,0.0,0.0,0.26,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,0,22.568,0.98,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.29,0.0,0.0,0.0,0.25,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
