frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1744,0,30.051,0.98,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.75,2.97,0.8,0.01,0.43,1.91,0.51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1746,0,30.085,0.98,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.77,3.05,0.25,0.01,0.21,2.0,0.37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1748,0,30.12,0.98,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.53,3.04,0.09,0.01,0.05,1.89,0.31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1750,0,30.154,0.98,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.3,2.91,0.35,0.01,0.22,1.82,0.27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1752,0,30.189,0.98,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.81,3.1,0.54,0.0,0.28,1.96,0.29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1753,0,30.206,0.98,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.01,3.11,0.52,0.0,0.19,1.85,0.21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1754,0,30.223,0.98,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,1.21,3.04,0.57,0.07,0.17,1.99,0.15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1755,0,30.24,0.98,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.74,2.83,0.48,0.07,0.12,1.8,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1756,0,30.258,0.98,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.67,2.86,0.26,0.08,0.07,1.96,0.12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1757,0,30.275,0.98,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.47,2.79,0.29,0.02,0.08,1.64,0.12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1758,0,30.292,0.98,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.3,2.88,0.15,0.02,0.16,2.0,0.11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1759,0,30.309,0.98,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.33,2.97,0.19,0.02,0.1,1.92,0.04,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1760,0,30.327,0.98,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.19,3.07,0.2,0.02,0.17,2.21,0.08,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1761,0,30.344,0.98,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.19,3.12,0.23,0.02,0.21,2.25,0.06,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1762,0,30.361,0.98,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.26,0.03,0.44,2.36,0.06,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1763,0,30.378,0.98,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.14,0.06,0.41,2.28,0.02,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1764,0,30.396,0.98,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.09,0.06,0.38,2.18,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1765,0,30.413,0.98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.02,0.32,2.23,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1766,0,30.43,0.98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.04,2.52,0.0,0.0,0.4,2.45,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1767,0,30.447,0.98,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.11,2.66,0.0,0.0,0.43,2.51,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1768,0,30.464,0.98,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.18,2.74,0.0,0.0,0.37,2.49,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1769,0,30.482,0.98,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.13,2.67,0.0,0.0,0.27,2.39,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1770,0,30.499,0.98,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.06,2.67,0.0,0.0,0.15,2.35,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1771,0,30.516,0.98,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.11,2.22,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1772,0,30.533,0.98,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.16,2.62,0.0,0.0,0.1,2.16,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1773,0,30.551,0.98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.16,2.51,0.0,0.0,0.14,2.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1774,0,30.568,0.98,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16,2.52,0.0,0.0,0.23,2.07,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1775,0,30.585,0.98,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.19,1.99,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1776,0,30.602,0.98,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.25,2.23,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1777,0,30.62,0.98,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.34,2.34,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1778,0,30.637,0.98,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.54,2.5,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1779,0,30.654,0.98,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.54,2.32,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1780,0,30.671,0.98,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.38,2.24,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1781,0,30.689,0.98,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.32,2.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1782,0,30.706,0.98,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.41,2.25,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1783,0,30.723,0.98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.34,2.25,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1784,0,30.74,0.98,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.3,2.38,0.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1785,0,30.758,0.98,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.22,2.35,0.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1786,0,30.775,0.98,0.0,0.0,0.0,0.0,0.51,0.05,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.3,2.27,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1787,0,30.792,0.98,0.0,0.0,0.0,0.0,0.53,0.06,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.32,2.22,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1788,0,30.809,0.98,0.0,0.0,0.0,0.0,0.51,0.06,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.36,2.12,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1789,0,30.827,0.98,0.0,0.0,0.0,0.0,0.52,0.02,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.42,2.11,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1790,0,30.844,0.98,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.47,2.02,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1791,0,30.861,0.98,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.39,2.04,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1792,0,30.878,0.98,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.06,2.33,0.0,0.0,0.38,2.14,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1793,0,30.895,0.98,0.0,0.0,0.0,0.0,0.51,0.02,0.0,0.0,0.0,0.0,0.06,2.42,0.0,0.0,0.38,2.22,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1794,0,30.913,0.98,0.0,0.0,0.0,0.0,0.52,0.02,0.0,0.0,0.0,0.0,0.06,2.46,0.0,0.0,0.48,2.24,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1795,0,30.93,0.98,0.0,0.0,0.0,0.0,0.51,0.02,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.35,2.16,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1796,0,30.947,0.98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.28,2.08,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1797,0,30.964,0.98,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.31,1.95,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1798,0,30.982,0.98,0.0,0.0,0.0,0.0,0.54,0.02,0.0,0.0,0.0,0.0,0.01,2.48,0.0,0.0,0.39,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,0,30.999,0.98,0.0,0.0,0.0,0.0,0.55,0.02,0.0,0.0,0.0,0.0,0.01,2.46,0.0,0.0,0.49,2.09,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1800,0,31.016,0.98,0.0,0.0,0.0,0.0,0.56,0.08,0.0,0.0,0.0,0.0,0.04,2.43,0.0,0.0,0.42,2.26,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1801,0,31.033,0.98,0.0,0.0,0.0,0.0,0.54,0.11,0.0,0.0,0.0,0.0,0.03,2.28,0.0,0.0,0.45,2.23,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1802,0,31.051,0.98,0.0,0.0,0.0,0.0,0.53,0.22,0.0,0.0,0.0,0.0,0.03,2.14,0.0,0.0,0.42,2.28,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1803,0,31.068,0.98,0.0,0.0,0.0,0.0,0.51,0.21,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.43,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1804,0,31.085,0.98,0.0,0.0,0.0,0.0,0.49,0.17,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.55,2.49,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1805,0,31.102,0.98,0.0,0.0,0.0,0.0,0.49,0.06,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.06,0.62,2.52,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1806,0,31.12,0.98,0.0,0.0,0.0,0.0,0.53,0.03,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.06,0.71,2.49,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1807,0,31.137,0.98,0.0,0.0,0.0,0.0,0.57,0.02,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.06,0.63,2.26,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1808,0,31.154,0.98,0.0,0.0,0.0,0.0,0.6,0.08,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.63,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1809,0,31.171,0.98,0.0,0.0,0.0,0.0,0.61,0.06,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.71,1.95,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1810,0,31.189,0.98,0.0,0.0,0.0,0.0,0.62,0.06,0.0,0.0,0.0,0.0,0.0,2.07,0.03,0.0,0.82,2.05,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1811,0,31.206,0.98,0.0,0.0,0.0,0.0,0.62,0.02,0.0,0.0,0.0,0.0,0.0,2.07,0.03,0.0,0.82,2.13,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1812,0,31.223,0.98,0.0,0.0,0.0,0.0,0.6,0.02,0.0,0.0,0.0,0.0,0.0,2.13,0.03,0.0,0.75,2.08,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
