 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,pain_label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.64,0.28,0.0,0.06,1.07,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.74,0.28,0.0,0.1,1.05,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,2.74,0.19,0.0,0.08,0.96,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.65,0.09,0.0,0.06,0.87,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,2.58,0.02,0.0,0.01,0.84,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,2.64,0.02,0.0,0.0,0.84,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,2.64,0.03,0.0,0.0,0.94,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,2.73,0.26,0.0,0.0,0.87,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.67,0.39,0.0,0.0,0.99,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.7,0.59,0.0,0.0,1.21,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,2.62,0.4,0.04,0.0,1.36,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.77,0.67,0.04,0.0,1.52,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,2.86,0.71,0.04,0.0,1.35,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.8,0.77,0.05,0.0,1.31,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,2.76,0.48,0.05,0.0,1.27,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.84,0.23,0.08,0.0,1.33,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.0,0.21,0.05,0.0,1.45,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,3.0,0.46,0.07,0.11,1.71,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.59,0.11,0.17,2.05,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.66,0.2,0.26,2.28,0.0,0
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.14,2.9,0.54,0.3,0.17,2.17,0.0,0
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.45,2.99,0.71,0.31,0.16,2.12,0.0,0
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.45,3.01,0.84,0.29,0.27,2.23,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.09,0.72,0.21,0.32,2.3,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.98,0.56,0.2,0.31,2.3,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.99,0.57,0.19,0.18,1.95,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,3.09,0.57,0.17,0.12,1.98,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,3.09,0.63,0.21,0.12,1.99,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.07,0.65,0.24,0.15,2.33,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,3.0,0.78,0.28,0.21,2.34,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.04,0.88,0.25,0.28,2.35,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,2.97,0.8,0.28,0.26,2.35,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.91,0.8,0.26,0.32,2.51,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.87,0.73,0.24,0.29,2.47,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.98,0.74,0.22,0.28,2.43,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.98,0.62,0.25,0.17,2.16,0.0,0
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31,2.99,0.55,0.29,0.15,2.06,0.0,0
0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.28,2.95,0.46,0.23,0.08,1.96,0.0,0
0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.22,3.09,0.44,0.14,0.08,2.03,0.03,0
0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.4,3.03,0.4,0.05,0.01,2.03,0.39,0
0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.36,3.13,0.45,0.0,0.15,2.23,0.78,0
0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.9,3.08,0.59,0.0,0.13,2.1,1.2,0
0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.98,3.22,0.69,0.0,0.21,2.17,1.32,0
0.0,0.0,0.0,0.08,0.27,0.0,0.0,0.0,0.0,0.0,1.25,3.35,0.64,0.0,0.19,2.13,1.34,0
0.0,0.0,0.0,0.11,0.27,0.0,0.0,0.0,0.0,0.0,0.93,3.39,0.4,0.0,0.28,2.29,1.28,0
0.0,0.0,0.0,0.13,0.31,0.0,0.0,0.0,0.0,0.0,0.64,3.32,0.24,0.0,0.22,2.4,1.13,0
0.0,0.0,0.0,0.2,0.31,0.0,0.0,0.0,0.0,0.0,0.37,3.1,0.25,0.0,0.26,2.44,1.03,0
0.0,0.0,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.15,3.01,0.42,0.0,0.31,2.46,0.99,0
0.0,0.0,0.0,0.35,0.27,0.0,0.0,0.0,0.0,0.0,0.21,3.03,0.41,0.0,0.29,2.4,0.97,0
0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.0,0.0,0.0,0.66,3.06,0.27,0.0,0.13,2.32,1.08,0
0.0,0.0,0.0,0.33,0.3,0.0,0.0,0.0,0.0,0.0,0.94,2.96,0.16,0.0,0.05,2.37,1.09,0
0.0,0.0,0.0,0.28,0.34,0.0,0.0,0.0,0.0,0.0,0.95,2.88,0.13,0.0,0.14,2.37,1.2,0
0.0,0.0,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.69,2.83,0.1,0.0,0.17,2.37,1.14,0
0.0,0.0,0.0,0.36,0.29,0.0,0.0,0.0,0.0,0.0,0.68,2.82,0.04,0.0,0.22,2.34,1.17,0
0.0,0.0,0.0,0.42,0.28,0.0,0.0,0.0,0.0,0.0,0.6,2.94,0.01,0.0,0.16,2.38,1.15,0
0.03,0.0,0.0,0.5,0.28,0.0,0.0,0.0,0.0,0.0,0.51,2.96,0.09,0.0,0.15,2.44,1.15,0
0.07,0.0,0.0,0.5,0.29,0.0,0.0,0.0,0.0,0.0,0.31,3.05,0.13,0.0,0.09,2.4,1.12,0
0.12,0.0,0.0,0.53,0.25,0.0,0.0,0.0,0.0,0.0,0.24,3.02,0.23,0.0,0.06,2.38,1.18,0
0.1,0.0,0.0,0.46,0.25,0.0,0.0,0.0,0.0,0.0,0.27,3.12,0.15,0.0,0.1,2.43,1.24,0
0.06,0.0,0.0,0.44,0.24,0.0,0.0,0.0,0.0,0.0,0.42,3.12,0.13,0.0,0.19,2.52,1.34,0
0.02,0.0,0.0,0.48,0.23,0.0,0.0,0.0,0.0,0.0,0.54,3.14,0.21,0.0,0.46,2.52,1.37,0
0.01,0.0,0.0,0.53,0.2,0.0,0.0,0.0,0.0,0.0,0.64,3.01,0.22,0.0,0.53,2.46,1.33,0
0.01,0.0,0.0,0.54,0.2,0.0,0.0,0.0,0.0,0.0,0.6,2.97,0.2,0.0,0.62,2.38,1.36,0
